"yearid","team_name","total_salary"
2002,"Pittsburgh Pirates","5459744271"
2002,"Texas Rangers","5065253856"
2002,"Atlanta Braves","5014999818"
2002,"San Francisco Giants","4854589770"
2002,"Baltimore Orioles","3992570142"
2002,"Houston Astros","3489662935"
2002,"Seattle Mariners","3452154724"
2002,"Toronto Blue Jays","3305166319"
2002,"Kansas City Royals","2410107000"
2002,"Minnesota Twins","2385075000"
2002,"Arizona Diamondbacks","2262039978"
2002,"San Diego Padres","2112675000"
2002,"Oakland Athletics","2080216684"
2002,"Colorado Rockies","1534978161"
2002,"Montreal Expos","1392138000"
2002,"New York Highlanders","1259285830"
2002,"Milwaukee Brewers","1106332326"
2002,"Chicago White Stockings","1059671662"
2002,"Cleveland Naps","946913388"
2002,"Florida Marlins","797618423"
2002,"Boston Americans","758562420"
2002,"Chicago Colts","605526664"
2002,"St. Louis Browns","522626125"
2002,"Anaheim Angels","493773336"
2002,"Tampa Bay Rays","412560000"
2002,"Philadelphia Quakers","405684993"
2002,"Chicago Orphans","378454165"
2002,"Tampa Bay Devil Rays","343800000"
2002,"Cincinnati Redlegs","270302340"
2002,"Houston Colt .45's","190345251"
2002,"Pittsburg Alleghenys","169294396"
2002,"Philadelphia Blue Jays","115909998"
2002,"Cleveland Bronchos","78909449"
2002,"Cleveland Blues","78909449"
2002,"St. Louis Perfectos","74660875"
2003,"New York Yankees","16344230098"
2003,"Boston Red Sox","11194008000"
2003,"St. Louis Cardinals","10054399920"
2003,"Chicago Cubs","9344594961"
2003,"Philadelphia Phillies","9059840000"
2003,"Cincinnati Reds","7360102708"
2003,"Pittsburgh Pirates","7070803341"
2003,"New York Mets","6778832882"
2003,"Los Angeles Dodgers","6545502440"
2003,"Chicago White Sox","6070190000"
2003,"Detroit Tigers","5850992000"
2003,"Atlanta Braves","5737158018"
2003,"San Francisco Giants","5136834354"
2003,"Cleveland Indians","5101407570"
2003,"Texas Rangers","4967600016"
2003,"Baltimore Orioles","4875915000"
2003,"Houston Astros","3907200000"
2003,"Seattle Mariners","3739244181"
2003,"Minnesota Twins","3274795000"
2003,"Oakland Athletics","2613563368"
2003,"San Diego Padres","2305710000"
2003,"Toronto Blue Jays","2204567000"
2003,"Kansas City Royals","2066418000"
2003,"Montreal Expos","1870146000"
2003,"Colorado Rockies","1813851009"
2003,"Arizona Diamondbacks","1774454000"
2003,"New York Highlanders","1527498140"
2003,"Chicago White Stockings","1118156662"
2003,"Florida Marlins","939550000"
2003,"Milwaukee Brewers","893794000"
2003,"Boston Americans","699625500"
2003,"Chicago Colts","638946664"
2003,"Anaheim Angels","632253336"
2003,"St. Louis Browns","586506662"
2003,"Cleveland Naps","583018008"
2003,"Philadelphia Quakers","495460000"
2003,"Chicago Orphans","399341665"
2003,"Cincinnati Redlegs","356134002"
2003,"Tampa Bay Rays","235560000"
2003,"Pittsburg Alleghenys","219249716"
2003,"Houston Colt .45's","213120000"
2003,"Tampa Bay Devil Rays","196300000"
2003,"Philadelphia Blue Jays","141560000"
2003,"St. Louis Perfectos","83786666"
2003,"Cleveland Bronchos","48584834"
2003,"Cleveland Blues","48584834"
2004,"New York Yankees","19708752650"
2004,"Boston Red Sox","14257432000"
2004,"Philadelphia Phillies","11893653376"
2004,"Chicago Cubs","10595520000"
2004,"St. Louis Cardinals","9987399960"
2004,"Chicago White Sox","7760287500"
2004,"Cincinnati Reds","5780291000"
2004,"Los Angeles Dodgers","5759924062"
2004,"New York Mets","5606336260"
2004,"Detroit Tigers","5573008000"
2004,"San Francisco Giants","5085188292"
2004,"Atlanta Braves","4869855000"
2004,"Pittsburgh Pirates","4157402841"
2004,"Houston Astros","4146835000"
2004,"Cleveland Indians","3603526500"
2004,"Seattle Mariners","3505180862"
2004,"Baltimore Orioles","3407139978"
2004,"Minnesota Twins","3161515000"
2004,"Oakland Athletics","3090134684"
2004,"San Diego Padres","2824626483"
2004,"Texas Rangers","2642420016"
2004,"Kansas City Royals","2428059000"
2004,"Toronto Blue Jays","2150731000"
2004,"New York Highlanders","1841939500"
2004,"Colorado Rockies","1767019509"
2004,"Arizona Diamondbacks","1535176500"
2004,"Montreal Expos","1472310000"
2004,"Chicago White Stockings","1267840000"
2004,"Boston Americans","891089500"
2004,"Anaheim Angels","804277336"
2004,"Florida Marlins","800717798"
2004,"Chicago Colts","724480000"
2004,"Philadelphia Quakers","650434169"
2004,"Milwaukee Brewers","605627000"
2004,"St. Louis Browns","582598331"
2004,"Chicago Orphans","452800000"
2004,"Cleveland Naps","411831600"
2004,"Tampa Bay Rays","354680004"
2004,"Tampa Bay Devil Rays","295566670"
2004,"Cincinnati Redlegs","279691500"
2004,"Houston Colt .45's","226191000"
2004,"Philadelphia Blue Jays","185838334"
2004,"Pittsburg Alleghenys","128911716"
2004,"St. Louis Perfectos","83228333"
2004,"Cleveland Bronchos","34319300"
2004,"Cleveland Blues","34319300"
2005,"New York Yankees","22288829419"
2005,"Boston Red Sox","13832574000"
2005,"Philadelphia Phillies","12226816000"
2005,"St. Louis Cardinals","11052819960"
2005,"Chicago Cubs","10182853161"
2005,"Chicago White Sox","8946182000"
2005,"Detroit Tigers","8221948000"
2005,"Cincinnati Reds","7674680292"
2005,"New York Mets","5875737618"
2005,"San Francisco Giants","5592369000"
2005,"Los Angeles Dodgers","5148418000"
2005,"Pittsburgh Pirates","4919157000"
2005,"Baltimore Orioles","4878345978"
2005,"Atlanta Braves","4668694308"
2005,"Cleveland Indians","4357762500"
2005,"Houston Astros","4222845000"
2005,"Seattle Mariners","3773436362"
2005,"Minnesota Twins","3314974000"
2005,"San Diego Padres","3227832483"
2005,"Oakland Athletics","2882139624"
2005,"Texas Rangers","2680752000"
2005,"New York Highlanders","2083068170"
2005,"Toronto Blue Jays","1965938500"
2005,"Kansas City Royals","1880931000"
2005,"Los Angeles Angels of Anaheim","1423017330"
2005,"Arizona Diamondbacks","1371241652"
2005,"Colorado Rockies","1291653000"
2005,"Chicago White Stockings","1218461062"
2005,"Florida Marlins","1147767846"
2005,"Milwaukee Brewers","878566326"
2005,"Boston Americans","864535875"
2005,"Washington Nationals","728722500"
2005,"Chicago Colts","696263464"
2005,"Philadelphia Quakers","668654000"
2005,"St. Louis Browns","644747831"
2005,"Cleveland Naps","498030000"
2005,"Chicago Orphans","435164665"
2005,"Washington Senators","388652000"
2005,"Los Angeles Angels","379471288"
2005,"Cincinnati Redlegs","371355498"
2005,"Tampa Bay Rays","356148804"
2005,"Tampa Bay Devil Rays","296790670"
2005,"Houston Colt .45's","230337000"
2005,"Philadelphia Blue Jays","191044000"
2005,"Pittsburg Alleghenys","152532000"
2005,"St. Louis Perfectos","92106833"
2005,"Cleveland Blues","41502500"
2005,"Cleveland Bronchos","41502500"
2006,"New York Yankees","20828949453"
2006,"Boston Red Sox","13451180288"
2006,"Chicago White Sox","12227329373"
2006,"Philadelphia Phillies","11298986624"
2006,"Chicago Cubs","11047666383"
2006,"St. Louis Cardinals","10666964520"
2006,"Detroit Tigers","9830931054"
2006,"Cincinnati Reds","7552780356"
2006,"Los Angeles Dodgers","6103725594"
2006,"Pittsburgh Pirates","6026589750"
2006,"Cleveland Indians","5883307500"
2006,"New York Mets","5862927854"
2006,"San Francisco Giants","5583497978"
2006,"Houston Astros","4878193925"
2006,"Atlanta Braves","4868471304"
2006,"Baltimore Orioles","4790648412"
2006,"Seattle Mariners","3782272819"
2006,"Minnesota Twins","3740364354"
2006,"San Diego Padres","3564703191"
2006,"Texas Rangers","3274975776"
2006,"Oakland Athletics","3236640108"
2006,"Toronto Blue Jays","3068695000"
2006,"Kansas City Royals","2411994000"
2006,"New York Highlanders","1946630790"
2006,"Los Angeles Angels of Anaheim","1552080000"
2006,"Chicago White Stockings","1321942986"
2006,"Arizona Diamondbacks","1313052972"
2006,"Milwaukee Brewers","1266503326"
2006,"Colorado Rockies","1113291000"
2006,"Washington Nationals","947145000"
2006,"Boston Americans","840698768"
2006,"Chicago Colts","755395992"
2006,"Cleveland Naps","672378000"
2006,"St. Louis Browns","622239597"
2006,"Philadelphia Quakers","617913331"
2006,"Washington Senators","505144000"
2006,"Chicago Orphans","472122495"
2006,"Tampa Bay Rays","419015604"
2006,"Los Angeles Angels","413888000"
2006,"Cincinnati Redlegs","365457114"
2006,"Tampa Bay Devil Rays","349179670"
2006,"Florida Marlins","278758500"
2006,"Houston Colt .45's","266083305"
2006,"Pittsburg Alleghenys","186871000"
2006,"Philadelphia Blue Jays","176546666"
2006,"St. Louis Perfectos","88891371"
2006,"Cleveland Bronchos","56031500"
2006,"Cleveland Blues","56031500"
2007,"New York Yankees","20250717815"
2007,"Boston Red Sox","16018935968"
2007,"Chicago White Sox","12931948127"
2007,"Chicago Cubs","11661428844"
2007,"Philadelphia Phillies","11446811264"
2007,"Detroit Tigers","11281243911"
2007,"St. Louis Cardinals","10834418760"
2007,"Cincinnati Reds","8497097520"
2007,"Los Angeles Dodgers","6724180488"
2007,"New York Mets","6683436454"
2007,"Cleveland Indians","6475693035"
2007,"Baltimore Orioles","6149537328"
2007,"San Francisco Giants","5593581472"
2007,"Pittsburgh Pirates","4971380457"
2007,"Houston Astros","4826745000"
2007,"Atlanta Braves","4713704982"
2007,"Seattle Mariners","4577815819"
2007,"Minnesota Twins","4214930500"
2007,"Oakland Athletics","4127080880"
2007,"Toronto Blue Jays","3523540400"
2007,"Kansas City Royals","3422941500"
2007,"Texas Rangers","3279296400"
2007,"San Diego Padres","2963638917"
2007,"New York Highlanders","1892590450"
2007,"Los Angeles Angels of Anaheim","1638769995"
2007,"Milwaukee Brewers","1561703000"
2007,"Colorado Rockies","1459107000"
2007,"Chicago White Stockings","1395384648"
2007,"Arizona Diamondbacks","1145486012"
2007,"Boston Americans","1001183498"
2007,"Chicago Colts","797362656"
2007,"Cleveland Naps","740079204"
2007,"St. Louis Browns","632007761"
2007,"Philadelphia Quakers","625997491"
2007,"Florida Marlins","579633000"
2007,"Washington Nationals","554212500"
2007,"Chicago Orphans","498351660"
2007,"Los Angeles Angels","437005332"
2007,"Cincinnati Redlegs","411149880"
2007,"Washington Senators","295580000"
2007,"Tampa Bay Rays","289482000"
2007,"Houston Colt .45's","263277000"
2007,"Tampa Bay Devil Rays","241235000"
2007,"Philadelphia Blue Jays","178856426"
2007,"Pittsburg Alleghenys","154151332"
2007,"St. Louis Perfectos","90286823"
2007,"Cleveland Bronchos","61673267"
2007,"Cleveland Blues","61673267"
2008,"New York Yankees","22244956423"
2008,"Detroit Tigers","16384538324"
2008,"Boston Red Sox","14939683920"
2008,"Chicago White Sox","14421530508"
2008,"Chicago Cubs","13846462461"
2008,"Philadelphia Phillies","12528624640"
2008,"St. Louis Cardinals","11954933880"
2008,"Cincinnati Reds","9190594180"
2008,"Cleveland Indians","8291856930"
2008,"New York Mets","7992015808"
2008,"Los Angeles Dodgers","7352489232"
2008,"Pittsburgh Pirates","6280982007"
2008,"Atlanta Braves","5527746882"
2008,"Seattle Mariners","5059658726"
2008,"Houston Astros","4891172770"
2008,"San Francisco Giants","4748859000"
2008,"Baltimore Orioles","4434952236"
2008,"Toronto Blue Jays","4205137700"
2008,"San Diego Padres","3757558416"
2008,"Minnesota Twins","3359033194"
2008,"Texas Rangers","3250191648"
2008,"Kansas City Royals","2970520500"
2008,"Oakland Athletics","2494290552"
2008,"New York Highlanders","2078967890"
2008,"Colorado Rockies","1853698500"
2008,"Los Angeles Angels of Anaheim","1788244995"
2008,"Milwaukee Brewers","1780624978"
2008,"Chicago White Stockings","1656841662"
2008,"Arizona Diamondbacks","1456459664"
2008,"Cleveland Naps","947640792"
2008,"Chicago Colts","946766664"
2008,"Boston Americans","933730245"
2008,"Washington Nationals","824415000"
2008,"St. Louis Browns","697371143"
2008,"Philadelphia Quakers","685159160"
2008,"Chicago Orphans","591729165"
2008,"Tampa Bay Rays","525847164"
2008,"Los Angeles Angels","476865332"
2008,"Cincinnati Redlegs","444706170"
2008,"Washington Senators","439688000"
2008,"Tampa Bay Devil Rays","438205970"
2008,"Florida Marlins","414418500"
2008,"Houston Colt .45's","266791242"
2008,"Philadelphia Blue Jays","195759760"
2008,"Pittsburg Alleghenys","194759132"
2008,"St. Louis Perfectos","99624449"
2008,"Cleveland Blues","78970066"
2008,"Cleveland Bronchos","78970066"
2009,"New York Yankees","21555063223"
2009,"Chicago Cubs","15772653000"
2009,"Philadelphia Phillies","14464517888"
2009,"Detroit Tigers","13695132255"
2009,"Boston Red Sox","13590751888"
2009,"Chicago White Sox","11432151500"
2009,"St. Louis Cardinals","10623409080"
2009,"Cincinnati Reds","9121254000"
2009,"New York Mets","8663691246"
2009,"Cleveland Indians","8565812430"
2009,"Pittsburgh Pirates","6281397000"
2009,"Los Angeles Dodgers","6225704704"
2009,"Houston Astros","5664802770"
2009,"Atlanta Braves","5223212964"
2009,"San Francisco Giants","5147639900"
2009,"Baltimore Orioles","4428709956"
2009,"Seattle Mariners","4252879138"
2009,"Minnesota Twins","3852656694"
2009,"Kansas City Royals","3596485983"
2009,"Toronto Blue Jays","3463146900"
2009,"Texas Rangers","3272582304"
2009,"Oakland Athletics","3219320000"
2009,"San Diego Padres","2210018700"
2009,"Colorado Rockies","2030427000"
2009,"New York Highlanders","2014491890"
2009,"Chicago White Stockings","1887326000"
2009,"Milwaukee Brewers","1764015044"
2009,"Los Angeles Angels of Anaheim","1705635000"
2009,"Arizona Diamondbacks","1608544652"
2009,"Chicago Colts","1078472000"
2009,"Cleveland Naps","978949992"
2009,"Washington Nationals","898920000"
2009,"Boston Americans","849421993"
2009,"Philadelphia Quakers","791028322"
2009,"Tampa Bay Rays","759756408"
2009,"Florida Marlins","699846000"
2009,"Chicago Orphans","674045000"
2009,"Tampa Bay Devil Rays","633130340"
2009,"St. Louis Browns","619698863"
2009,"Washington Senators","479424000"
2009,"Los Angeles Angels","454836000"
2009,"Cincinnati Redlegs","441351000"
2009,"Houston Colt .45's","308989242"
2009,"Philadelphia Blue Jays","226008092"
2009,"Pittsburg Alleghenys","194772000"
2009,"St. Louis Perfectos","88528409"
2009,"Cleveland Blues","81579166"
2009,"Cleveland Bronchos","81579166"
2010,"New York Yankees","22077672623"
2010,"Boston Red Sox","18194101296"
2010,"Philadelphia Phillies","18166832512"
2010,"Chicago Cubs","17153253000"
2010,"Detroit Tigers","14620926432"
2010,"Chicago White Sox","12558070000"
2010,"St. Louis Cardinals","11224890120"
2010,"Cincinnati Reds","8898431208"
2010,"New York Mets","7796530636"
2010,"Cleveland Indians","6426416430"
2010,"San Francisco Giants","6115762646"
2010,"Los Angeles Dodgers","5912196992"
2010,"Minnesota Twins","5755990794"
2010,"Baltimore Orioles","5386425000"
2010,"Houston Astros","5079552500"
2010,"Atlanta Braves","4558877964"
2010,"Pittsburgh Pirates","4507647000"
2010,"Seattle Mariners","3719930000"
2010,"Kansas City Royals","3641665710"
2010,"Oakland Athletics","2873254800"
2010,"Toronto Blue Jays","2676062000"
2010,"Texas Rangers","2652026112"
2010,"Colorado Rockies","2274129000"
2010,"New York Highlanders","2063333890"
2010,"Chicago White Stockings","2052526000"
2010,"San Diego Padres","1927764300"
2010,"Milwaukee Brewers","1784382116"
2010,"Los Angeles Angels of Anaheim","1574457990"
2010,"Arizona Diamondbacks","1335799652"
2010,"Chicago Colts","1172872000"
2010,"Boston Americans","1137131331"
2010,"Florida Marlins","1083564661"
2010,"Philadelphia Quakers","993498653"
2010,"Washington Nationals","921000000"
2010,"Tampa Bay Rays","863081652"
2010,"Cleveland Naps","734447592"
2010,"Chicago Orphans","733045000"
2010,"Tampa Bay Devil Rays","719234710"
2010,"St. Louis Browns","654785257"
2010,"Washington Senators","491200000"
2010,"Cincinnati Redlegs","430569252"
2010,"Los Angeles Angels","419855464"
2010,"Philadelphia Blue Jays","283856758"
2010,"Houston Colt .45's","277066500"
2010,"Pittsburg Alleghenys","139772000"
2010,"St. Louis Perfectos","93540751"
2010,"Cleveland Bronchos","61203966"
2010,"Cleveland Blues","61203966"
2011,"Philadelphia Phillies","22140976512"
2011,"New York Yankees","21643427996"
2011,"Boston Red Sox","18117397200"
2011,"Chicago White Sox","15206891000"
2011,"Chicago Cubs","14630537493"
2011,"St. Louis Cardinals","12652028640"
2011,"Detroit Tigers","12578327489"
2011,"Cincinnati Reds","9417444616"
2011,"San Francisco Giants","7328296646"
2011,"New York Mets","6893143922"
2011,"Minnesota Twins","6651483000"
2011,"Los Angeles Dodgers","6459717938"
2011,"Pittsburgh Pirates","5811063000"
2011,"Baltimore Orioles","5630066508"
2011,"Cleveland Indians","5121539430"
2011,"Atlanta Braves","4698145368"
2011,"Texas Rangers","4430364672"
2011,"Houston Astros","3888170000"
2011,"Seattle Mariners","3702755800"
2011,"Oakland Athletics","3459898000"
2011,"Toronto Blue Jays","2690415400"
2011,"Colorado Rockies","2379997917"
2011,"San Diego Padres","2339326140"
2011,"Los Angeles Angels of Anaheim","2078147490"
2011,"New York Highlanders","2022750280"
2011,"Milwaukee Brewers","1880941326"
2011,"Kansas City Royals","1821312000"
2011,"Chicago White Stockings","1750662606"
2011,"Philadelphia Quakers","1210834653"
2011,"Arizona Diamondbacks","1180076326"
2011,"Boston Americans","1132337325"
2011,"Florida Marlins","1081936000"
2011,"Chicago Colts","1000378632"
2011,"Washington Nationals","957853920"
2011,"St. Louis Browns","738035004"
2011,"Chicago Orphans","625236645"
2011,"Cleveland Naps","585318792"
2011,"Los Angeles Angels","554172664"
2011,"Washington Senators","510855424"
2011,"Tampa Bay Rays","492642852"
2011,"Cincinnati Redlegs","455682804"
2011,"Tampa Bay Devil Rays","410535710"
2011,"Philadelphia Blue Jays","345952758"
2011,"Houston Colt .45's","212082000"
2011,"Pittsburg Alleghenys","180188000"
2011,"St. Louis Perfectos","105433572"
2011,"Cleveland Bronchos","48776566"
2011,"Cleveland Blues","48776566"
2012,"Philadelphia Phillies","22340984064"
2012,"New York Yankees","21027884923"
2012,"Boston Red Sox","19396901104"
2012,"Detroit Tigers","15743700000"
2012,"St. Louis Cardinals","13236103440"
2012,"Chicago White Sox","11533420500"
2012,"Chicago Cubs","10319052861"
2012,"Cincinnati Reds","10193248384"
2012,"Cleveland Indians","8235181500"
2012,"Pittsburgh Pirates","8120807871"
2012,"San Francisco Giants","7292482346"
2012,"Los Angeles Dodgers","5898901650"
2012,"Texas Rangers","5784526752"
2012,"Minnesota Twins","5551015000"
2012,"New York Mets","5414531014"
2012,"Baltimore Orioles","5105363934"
2012,"Atlanta Braves","4472816868"
2012,"Seattle Mariners","3525058300"
2012,"Houston Astros","3335805000"
2012,"Toronto Blue Jays","3225395600"
2012,"Kansas City Royals","3106727475"
2012,"Oakland Athletics","2879370000"
2012,"San Diego Padres","2817479700"
2012,"Los Angeles Angels of Anaheim","2317277490"
2012,"Milwaukee Brewers","2148386768"
2012,"Colorado Rockies","2107878417"
2012,"New York Highlanders","1965222890"
2012,"Arizona Diamondbacks","1623706326"
2012,"Chicago White Stockings","1234758462"
2012,"Philadelphia Quakers","1221772566"
2012,"Washington Nationals","1212827145"
2012,"Boston Americans","1212306319"
2012,"Miami Marlins","944624000"
2012,"Cleveland Naps","941163600"
2012,"St. Louis Browns","772106034"
2012,"Tampa Bay Rays","770082000"
2012,"Chicago Colts","705576264"
2012,"Washington Senators","646841144"
2012,"Tampa Bay Devil Rays","641735000"
2012,"Los Angeles Angels","617940664"
2012,"Cincinnati Redlegs","493221696"
2012,"Chicago Orphans","440985165"
2012,"Philadelphia Blue Jays","349077876"
2012,"Pittsburg Alleghenys","251807996"
2012,"Houston Colt .45's","181953000"
2012,"St. Louis Perfectos","110300862"
2012,"Cleveland Bronchos","78430300"
2012,"Cleveland Blues","78430300"
2013,"New York Yankees","24821740802"
2013,"Philadelphia Phillies","21742488192"
2013,"Detroit Tigers","17372750500"
2013,"Boston Red Sox","16971360000"
2013,"Chicago White Sox","14287767963"
2013,"Los Angeles Dodgers","13848456152"
2013,"Cincinnati Reds","13194153288"
2013,"Chicago Cubs","11766423942"
2013,"St. Louis Cardinals","11071213200"
2013,"Pittsburgh Pirates","9940998000"
2013,"San Francisco Giants","8691180708"
2013,"Cleveland Indians","7956039000"
2013,"Baltimore Orioles","5569959978"
2013,"Toronto Blue Jays","5430388300"
2013,"Texas Rangers","5401084800"
2013,"Atlanta Braves","4745062350"
2013,"Minnesota Twins","4444912500"
2013,"Kansas City Royals","4084677975"
2013,"San Diego Padres","3344860500"
2013,"Seattle Mariners","3182216849"
2013,"Oakland Athletics","3126890000"
2013,"New York Mets","2868004068"
2013,"New York Highlanders","2319788860"
2013,"Colorado Rockies","2009044917"
2013,"Arizona Diamondbacks","1982904000"
2013,"Los Angeles Angels of Anaheim","1862621250"
2013,"Washington Nationals","1705549050"
2013,"Milwaukee Brewers","1692834726"
2013,"Chicago White Stockings","1407948164"
2013,"Philadelphia Quakers","1189042323"
2013,"Boston Americans","1060710000"
2013,"Houston Astros","983988500"
2013,"Washington Senators","909626160"
2013,"Cleveland Naps","909261600"
2013,"Chicago Colts","804541808"
2013,"St. Louis Browns","645820770"
2013,"Cincinnati Redlegs","638426772"
2013,"Tampa Bay Rays","635463264"
2013,"Tampa Bay Devil Rays","529552720"
2013,"Chicago Orphans","502838630"
2013,"Los Angeles Angels","496699000"
2013,"Philadelphia Blue Jays","339726378"
2013,"Pittsburg Alleghenys","308248000"
2013,"Miami Marlins","268815200"
2013,"St. Louis Perfectos","92260110"
2013,"Cleveland Bronchos","75771800"
2013,"Cleveland Blues","75771800"
2013,"Houston Colt .45's","53672100"
2014,"Philadelphia Phillies","23160955776"
2014,"New York Yankees","21137198049"
2014,"Detroit Tigers","18189804500"
2014,"Boston Red Sox","15570232048"
2014,"St. Louis Cardinals","14483160000"
2014,"Los Angeles Dodgers","13454905200"
2014,"Cincinnati Reds","13418970000"
2014,"San Francisco Giants","10137630354"
2014,"Pittsburgh Pirates","9955962000"
2014,"Chicago White Sox","9737829500"
2014,"Cleveland Indians","8625949395"
2014,"Chicago Cubs","7666132500"
2014,"Baltimore Orioles","6825456000"
2014,"Texas Rangers","5388242832"
2014,"Atlanta Braves","5270886000"
2014,"New York Mets","4962305420"
2014,"Minnesota Twins","4941987500"
2014,"Toronto Blue Jays","4726564300"
2014,"Seattle Mariners","3978837300"
2014,"San Diego Padres","3859970700"
2014,"Kansas City Royals","3804297825"
2014,"Oakland Athletics","3765236800"
2014,"Colorado Rockies","2575894500"
2014,"Milwaukee Brewers","2226774000"
2014,"Arizona Diamondbacks","2152953000"
2014,"Washington Nationals","1979755200"
2014,"New York Highlanders","1975439070"
2014,"Houston Astros","1931396500"
2014,"Los Angeles Angels of Anaheim","1829823750"
2014,"Philadelphia Quakers","1266614769"
2014,"Washington Senators","1055869440"
2014,"Cleveland Naps","985822788"
2014,"Boston Americans","973139503"
2014,"Chicago White Stockings","917315000"
2014,"Tampa Bay Rays","872269200"
2014,"St. Louis Browns","844851000"
2014,"Tampa Bay Devil Rays","726891000"
2014,"Cincinnati Redlegs","649305000"
2014,"Chicago Colts","524180000"
2014,"Los Angeles Angels","487953000"
2014,"Philadelphia Blue Jays","361889934"
2014,"Miami Marlins","334695200"
2014,"Chicago Orphans","327612500"
2014,"Pittsburg Alleghenys","308712000"
2014,"St. Louis Perfectos","120693000"
2014,"Houston Colt .45's","105348900"
2014,"Cleveland Blues","82151899"
2014,"Cleveland Bronchos","82151899"
2015,"New York Yankees","22764459399"
2015,"Detroit Tigers","20501885250"
2015,"Boston Red Sox","20283580800"
2015,"St. Louis Cardinals","14308980000"
2015,"Philadelphia Phillies","14296704000"
2015,"Cincinnati Reds","14020963464"
2015,"Chicago Cubs","13557879270"
2015,"Los Angeles Dodgers","13379104000"
2015,"Chicago White Sox","13372470300"
2015,"Pittsburgh Pirates","11467132371"
2015,"San Francisco Giants","10211493000"
2015,"Cleveland Indians","9204695430"
2015,"Baltimore Orioles","7592958978"
2015,"Texas Rangers","6899653872"
2015,"Minnesota Twins","6357545000"
2015,"San Diego Padres","6040506300"
2015,"Kansas City Royals","5717458275"
2015,"New York Mets","5612467614"
2015,"Seattle Mariners","5254974100"
2015,"Toronto Blue Jays","4858673200"
2015,"Oakland Athletics","4110782052"
2015,"Houston Astros","3974091000"
2015,"Atlanta Braves","3876187500"
2015,"Colorado Rockies","2583592200"
2015,"Washington Nationals","2333812080"
2015,"Milwaukee Brewers","2218700000"
2015,"New York Highlanders","2127519570"
2015,"Los Angeles Angels of Anaheim","1800081225"
2015,"Chicago White Stockings","1622310340"
2015,"Arizona Diamondbacks","1360348000"
2015,"Boston Americans","1267723800"
2015,"Washington Senators","1244699776"
2015,"Cleveland Naps","1051965192"
2015,"Chicago Colts","927034480"
2015,"St. Louis Browns","834690500"
2015,"Philadelphia Quakers","781851000"
2015,"Tampa Bay Rays","774254796"
2015,"Cincinnati Redlegs","678433716"
2015,"Tampa Bay Devil Rays","645212330"
2015,"Chicago Orphans","579396550"
2015,"Miami Marlins","544452000"
2015,"Los Angeles Angels","480021660"
2015,"Pittsburg Alleghenys","355569996"
2015,"Philadelphia Blue Jays","223386000"
2015,"Houston Colt .45's","216768600"
2015,"St. Louis Perfectos","119241500"
2015,"Cleveland Blues","87663766"
2015,"Cleveland Bronchos","87663766"
2016,"New York Yankees","23860763744"
2016,"Detroit Tigers","23190301239"
2016,"Boston Red Sox","21117125232"
2016,"Chicago Cubs","18025917156"
2016,"St. Louis Cardinals","17166420000"
2016,"Los Angeles Dodgers","13719879560"
2016,"Chicago White Sox","13446841373"
2016,"Pittsburgh Pirates","13387469457"
2016,"Cincinnati Reds","11028567316"
2016,"Baltimore Orioles","10682988096"
2016,"San Francisco Giants","10679734236"
2016,"Texas Rangers","8449858704"
2016,"Cleveland Indians","7802749500"
2016,"New York Mets","7765569482"
2016,"Philadelphia Phillies","7549440000"
2016,"Kansas City Royals","6705843375"
2016,"Minnesota Twins","6052408800"
2016,"Toronto Blue Jays","5964173100"
2016,"Seattle Mariners","5834383577"
2016,"Houston Astros","5219153500"
2016,"San Diego Padres","5172665514"
2016,"Oakland Athletics","4513924168"
2016,"Atlanta Braves","3698907714"
2016,"Colorado Rockies","3041416917"
2016,"New York Highlanders","2229977920"
2016,"Chicago White Stockings","2156947352"
2016,"Washington Nationals","2124789690"
2016,"Los Angeles Angels of Anaheim","2058769995"
2016,"Arizona Diamondbacks","1923659386"
2016,"Milwaukee Brewers","1513055214"
2016,"Boston Americans","1319820327"
2016,"Chicago Colts","1232541344"
2016,"Washington Senators","1133221168"
2016,"St. Louis Browns","1001374500"
2016,"Cleveland Naps","891742800"
2016,"Chicago Orphans","770338340"
2016,"Tampa Bay Rays","685167720"
2016,"Miami Marlins","618513616"
2016,"Tampa Bay Devil Rays","570973100"
2016,"Los Angeles Angels","549005332"
2016,"Cincinnati Redlegs","533640354"
2016,"Pittsburg Alleghenys","415115332"
2016,"Philadelphia Quakers","412860000"
2016,"Houston Colt .45's","284681100"
2016,"St. Louis Perfectos","143053500"
2016,"Philadelphia Blue Jays","117960000"
2016,"Cleveland Blues","74311900"
2016,"Cleveland Bronchos","74311900"
